,index,mismatch,hpv16_cin_fn_k,hpv16_dur_cin_par1,hpv18_cin_fn_k,hpv18_dur_cin_par1,hi5_cin_fn_k,hi5_dur_cin_par1,hi5_rel_beta,ohr_cin_fn_k,ohr_dur_cin_par1,ohr_rel_beta,beta,f_cross_layer,m_cross_layer
3063,3063,45.02931981471656,0.4115706112480498,8.316946212170995,0.14473640420125589,6.92950497505802,0.396643001107685,3.01189416460719,0.8262295394023367,0.06322184493821348,6.6454586722676785,0.2813409002561934,0.43788643134942284,0.31348166109525905,0.6405332657548392
2427,2427,45.02931981471656,0.3710610618460086,8.223864953061822,0.5447442808527542,5.8324586053011425,0.5292230471046564,1.9081716798248336,0.032468592913505775,0.05434507378752515,6.676402852514813,0.21864304139324567,0.2627687808751136,0.18108285603626423,0.5926356984538654
2430,2430,45.02931981471656,0.4315503733074886,8.204293105560822,0.5836954569538572,6.425822201861704,0.8087147390826105,5.3755062546740024,0.024081417030007417,0.10263671070612929,8.690652331951956,0.22272718128567365,0.47057337013292805,0.38678933870916854,0.923525207344976
2431,2431,45.02931981471656,0.20414108065191827,8.231998918883697,0.08995284332331226,4.265076971618424,0.7919071397483859,3.9962500853971346,0.5701135425623547,0.01816037950450978,11.651720271693382,0.1769722805034182,0.08841714525390411,0.11768190641238574,0.9190536823527345
2224,2224,45.02931981471656,0.4843060819519651,7.774703508773342,0.5678733630220961,5.162152784886877,0.20891320406454267,3.936274818774382,0.11133683898560812,0.04135001226902585,3.846208196088695,0.20908833823563136,0.4679383766402873,0.1731798055972562,0.9888808425688037
2226,2226,45.02931981471656,0.48221311011190127,7.783097578607774,0.5525366040485032,4.887652709253183,0.1866341948484211,4.0131977079405425,0.09804343790229234,0.020246225184767097,4.337264236530952,0.2282608426096788,0.4555844562310425,0.2037110579032671,0.9722346534838657
2242,2242,45.02931981471656,0.5302429246521141,8.066741467923531,0.5999914725094427,4.431726827297975,0.1959288634771398,3.518328158701638,0.07563533189258481,0.07499300698225636,4.178470715712449,0.23850658075586512,0.4645102240207133,0.24711192475538793,0.9688775425614367
3224,3224,45.02931981471656,0.7730938667757125,8.202277067322898,0.5691531040257534,6.813249734937804,0.7990379431969065,2.4828869517752525,0.3629779649701644,0.07283649549126449,7.214541598976854,0.3189795532396372,0.434945572236999,0.01974496787890856,0.9419986351071798
2712,2712,45.02931981471656,0.45477392006411804,11.09772479571225,0.14671955733930908,6.544442770204665,0.11835176840317294,3.265775169312152,0.2831319294188043,0.09484473758953438,6.933611007733376,0.8633972791709595,0.11704083193561846,0.2441379990454845,0.6651172992578057
3229,3229,45.02931981471656,0.23365041262712555,8.462417893439167,0.15843346092792518,2.4484348529367828,0.15552806325422983,10.514495682209661,0.8051793932330847,0.052876046754275145,6.86843419082073,0.20365515414412522,0.17427801245852878,0.8747871959161861,0.19346040246651236
2381,2381,45.02931981471656,0.4289424021391683,7.781597867103042,0.5238659063061253,6.2120647731330205,0.18481820583367103,8.004098938366333,0.022126300784136688,0.08693371088822816,4.948079888597186,0.10313623875140292,0.09999200378713173,0.13392579065489532,0.7382348847252668
